date,title,tone,goldstein_scale,country,event_type
2020-02-06,Pipeline infrastructure attacked in China | Trade tensions escalate between Kuwait and energy partners,-0.2977605452110588,-0.17964603425538062,"China, Kuwait","PIPELINE_ATTACK, TRADE_WAR"
2020-02-07,Major refinery fire disrupts Canada energy supply,-0.5214806968014256,0.39794150049571425,Canada,REFINERY_FIRE
2020-02-08,UAE announces new drilling restrictions,0.02537197942763322,0.14837996756451438,UAE,DRILLING_BAN
2020-02-09,Major refinery fire disrupts Russia energy supply | Major renewable energy investment announced in Norway,0.6799881791149713,-0.1326874958728022,"Russia, Norway","REFINERY_FIRE, RENEWABLE_INVESTMENT"
2020-02-10,OPEC+ discusses production levels amid USA concerns,0.8527394035771645,0.10630115248982772,USA,OPEC_MEETING
2020-02-11,Pipeline infrastructure attacked in UAE | Pipeline infrastructure attacked in Saudi_Arabia,-0.5248600808653039,-0.2941062845920209,"UAE, Saudi_Arabia",PIPELINE_ATTACK
2020-02-13,Major renewable energy investment announced in Iran | New energy cooperation agreement signed with Iran,0.5348988703235977,0.13561888842982422,Iran,"RENEWABLE_INVESTMENT, ENERGY_AGREEMENT"
2020-02-14,New energy cooperation agreement signed with Norway | China announces new drilling restrictions | OPEC+ discusses production levels amid Norway concerns | Geopolitical tensions rise in Canada energy region | Carbon pricing mechanism implemented in Russia,-0.29754474592076424,0.17231099620644463,"Norway, China, Canada, Russia","ENERGY_AGREEMENT, DRILLING_BAN, OPEC_MEETING, GEOPOLITICAL_TENSION, CARBON_TAX"
2020-02-15,New energy cooperation agreement signed with China,0.6259722337823423,0.3305018362915012,China,ENERGY_AGREEMENT
2020-02-16,OPEC+ discusses production levels amid UAE concerns | Carbon pricing mechanism implemented in Iran | Venezuela announces new drilling restrictions,-0.16095114744983116,0.014266950469229886,"UAE, Iran, Venezuela","OPEC_MEETING, CARBON_TAX, DRILLING_BAN"
2020-02-17,Carbon pricing mechanism implemented in Iran | Climate summit addresses UAE energy transition | Trade tensions escalate between Iran and energy partners,0.12562575652166086,-0.08733020632208094,"Iran, UAE","CARBON_TAX, CLIMATE_SUMMIT, TRADE_WAR"
2020-02-18,Geopolitical tensions rise in Iran energy region,-0.16168639950160085,-0.4980352261669,Iran,GEOPOLITICAL_TENSION
2020-02-20,Carbon pricing mechanism implemented in Russia,-0.6601166035103211,0.5494376297563061,Russia,CARBON_TAX
2020-02-21,Trade tensions escalate between Canada and energy partners | Climate summit addresses USA energy transition,-0.20673888167391816,-0.034989110399164414,"Canada, USA","TRADE_WAR, CLIMATE_SUMMIT"
2020-02-22,USA announces new drilling restrictions | Iran announces new drilling restrictions | Pipeline infrastructure attacked in USA | OPEC+ discusses production levels amid USA concerns,-0.5854540293072077,-0.21185723889047117,"USA, Iran","DRILLING_BAN, PIPELINE_ATTACK, OPEC_MEETING"
2020-02-23,Climate summit addresses Iran energy transition | Canada announces new drilling restrictions,0.21818464401868878,0.10476433147912201,"Iran, Canada","CLIMATE_SUMMIT, DRILLING_BAN"
2020-02-27,New sanctions target Russia energy sector,-0.21994623233063093,-0.851259748439123,Russia,SANCTIONS
2020-02-28,OPEC+ discusses production levels amid Russia concerns | Trade tensions escalate between Saudi_Arabia and energy partners,-0.028071350947042037,-0.0027399379375098176,"Russia, Saudi_Arabia","OPEC_MEETING, TRADE_WAR"
2020-02-29,Geopolitical tensions rise in Russia energy region,1.1709876012564977,-0.3305564399945282,Russia,GEOPOLITICAL_TENSION
2020-03-01,Trade tensions escalate between Saudi_Arabia and energy partners | New energy cooperation agreement signed with China,0.3034497078845014,-0.16460640911104346,"Saudi_Arabia, China","TRADE_WAR, ENERGY_AGREEMENT"
2020-03-02,Venezuela announces new drilling restrictions,0.8414632321864682,0.7144910383523851,Venezuela,DRILLING_BAN
2020-03-03,Climate summit addresses Kuwait energy transition | New energy cooperation agreement signed with USA,0.05458700484174904,0.07674331005099058,"Kuwait, USA","CLIMATE_SUMMIT, ENERGY_AGREEMENT"
2020-03-04,Trade tensions escalate between Canada and energy partners | Pipeline infrastructure attacked in Norway,-0.23527246821024567,-0.13419731581825609,"Canada, Norway","TRADE_WAR, PIPELINE_ATTACK"
2020-03-05,Carbon pricing mechanism implemented in Kuwait | Major renewable energy investment announced in UAE,-0.3889926045764749,0.025740457642729662,"Kuwait, UAE","CARBON_TAX, RENEWABLE_INVESTMENT"
2020-03-06,Geopolitical tensions rise in Kuwait energy region,0.10911136626554813,0.27316923671132415,Kuwait,GEOPOLITICAL_TENSION
2020-03-07,New sanctions target Venezuela energy sector | New energy cooperation agreement signed with Russia | New sanctions target Kuwait energy sector,-0.0028364039425361107,-0.26298902704924504,"Venezuela, Russia, Kuwait","SANCTIONS, ENERGY_AGREEMENT"
2020-03-08,Carbon pricing mechanism implemented in Iran | Major renewable energy investment announced in Norway,0.15793710115669635,-0.3271721566430378,"Iran, Norway","CARBON_TAX, RENEWABLE_INVESTMENT"
2020-03-10,New energy cooperation agreement signed with Norway | New energy cooperation agreement signed with Venezuela | Major refinery fire disrupts USA energy supply | Carbon pricing mechanism implemented in Kuwait,-0.07850100271088103,-0.14541930625081706,"Norway, Venezuela, USA, Kuwait","ENERGY_AGREEMENT, REFINERY_FIRE, CARBON_TAX"
2020-03-11,Trade tensions escalate between China and energy partners | Geopolitical tensions rise in Iran energy region,-0.13794269130045625,0.23027295729398908,"China, Iran","TRADE_WAR, GEOPOLITICAL_TENSION"
2020-03-12,USA announces new drilling restrictions,0.18557293668565442,-0.18119555601474616,USA,DRILLING_BAN
2020-03-13,OPEC+ discusses production levels amid Russia concerns,0.4440220396893747,0.5740402285225604,Russia,OPEC_MEETING
2020-03-14,UAE announces new drilling restrictions,-0.24380311203624677,-0.12976745634588627,UAE,DRILLING_BAN
2020-03-16,Geopolitical tensions rise in Kuwait energy region | Pipeline infrastructure attacked in Norway | Geopolitical tensions rise in USA energy region,-0.29082467465187045,0.18353921055592778,"Kuwait, Norway, USA","GEOPOLITICAL_TENSION, PIPELINE_ATTACK"
2020-03-17,Pipeline infrastructure attacked in Norway,-1.215624502773199,0.22974457523575173,Norway,PIPELINE_ATTACK
2020-03-18,OPEC+ discusses production levels amid Saudi_Arabia concerns | Carbon pricing mechanism implemented in Saudi_Arabia,0.5485188745874239,0.21379247483036867,Saudi_Arabia,"OPEC_MEETING, CARBON_TAX"
2020-03-19,Carbon pricing mechanism implemented in Saudi_Arabia,-0.025879492352650413,0.5522829209811624,Saudi_Arabia,CARBON_TAX
2020-03-20,Trade tensions escalate between Saudi_Arabia and energy partners,-0.27793764943255517,0.5517067628925917,Saudi_Arabia,TRADE_WAR
2020-03-21,Climate summit addresses China energy transition | New energy cooperation agreement signed with Saudi_Arabia,0.23373336448232654,-0.03583791051182894,"China, Saudi_Arabia","CLIMATE_SUMMIT, ENERGY_AGREEMENT"
2020-03-23,Climate summit addresses Kuwait energy transition | Geopolitical tensions rise in China energy region,0.32295598442975965,-0.25302600735434816,"Kuwait, China","CLIMATE_SUMMIT, GEOPOLITICAL_TENSION"
2020-03-24,Saudi_Arabia announces new drilling restrictions,0.10843051849146915,0.13263499959404187,Saudi_Arabia,DRILLING_BAN
2020-03-26,Geopolitical tensions rise in Norway energy region | Iran announces new drilling restrictions,-0.1231696931707618,0.05279028488232934,"Norway, Iran","GEOPOLITICAL_TENSION, DRILLING_BAN"
2020-03-27,Trade tensions escalate between Russia and energy partners | Geopolitical tensions rise in Iran energy region,-0.31262738996588724,0.017760526772182234,"Russia, Iran","TRADE_WAR, GEOPOLITICAL_TENSION"
2020-03-28,Geopolitical tensions rise in Saudi_Arabia energy region,-0.7778749879358143,-0.8353906934346302,Saudi_Arabia,GEOPOLITICAL_TENSION
2020-03-29,Carbon pricing mechanism implemented in Russia | Venezuela announces new drilling restrictions,-0.059396996209978827,-0.09344080205827898,"Russia, Venezuela","CARBON_TAX, DRILLING_BAN"
2020-03-30,OPEC+ discusses production levels amid Iran concerns | OPEC+ discusses production levels amid Norway concerns,-0.13228674112523758,-0.23367065976629303,"Iran, Norway",OPEC_MEETING
2020-03-31,Pipeline infrastructure attacked in Norway,-0.4792108559200922,-0.8372294222990521,Norway,PIPELINE_ATTACK
2020-04-01,New sanctions target Russia energy sector | New sanctions target China energy sector,-0.39893720843058517,0.06931186416435042,"Russia, China",SANCTIONS
2020-04-02,Major renewable energy investment announced in Norway | Pipeline infrastructure attacked in Kuwait,-0.3520907624456581,0.21561704260670947,"Norway, Kuwait","RENEWABLE_INVESTMENT, PIPELINE_ATTACK"
2020-04-05,Pipeline infrastructure attacked in Canada | Carbon pricing mechanism implemented in Norway,0.19747456189941304,-0.5514615310737611,"Canada, Norway","PIPELINE_ATTACK, CARBON_TAX"
2020-04-06,Major refinery fire disrupts Saudi_Arabia energy supply | New sanctions target Canada energy sector | New sanctions target China energy sector | New sanctions target Kuwait energy sector | Saudi_Arabia announces new drilling restrictions,-0.15166022896435008,-0.15924376597967285,"Saudi_Arabia, Canada, China, Kuwait","REFINERY_FIRE, SANCTIONS, DRILLING_BAN"
2020-04-07,Carbon pricing mechanism implemented in Kuwait | Climate summit addresses Norway energy transition,-0.01591255217927312,0.05365116133358643,"Kuwait, Norway","CARBON_TAX, CLIMATE_SUMMIT"
2020-04-08,Trade tensions escalate between UAE and energy partners,-0.6177210300654087,0.28623040704018227,UAE,TRADE_WAR
2020-04-10,Major renewable energy investment announced in China | New energy cooperation agreement signed with Iran,-0.06736255058836818,0.18673678893643939,"China, Iran","RENEWABLE_INVESTMENT, ENERGY_AGREEMENT"
2020-04-11,Carbon pricing mechanism implemented in Kuwait | UAE announces new drilling restrictions | New sanctions target Kuwait energy sector,-0.2951195467737452,-0.168929646261032,"Kuwait, UAE","CARBON_TAX, DRILLING_BAN, SANCTIONS"
2020-04-13,Climate summit addresses Iran energy transition,-0.26929329844436173,-0.27033692112326674,Iran,CLIMATE_SUMMIT
2020-04-14,Carbon pricing mechanism implemented in Russia,1.0406573283825709,-0.09136609154617724,Russia,CARBON_TAX
2020-04-15,Major refinery fire disrupts Saudi_Arabia energy supply | Climate summit addresses USA energy transition,-0.21702192756292576,0.05661981758814886,"Saudi_Arabia, USA","REFINERY_FIRE, CLIMATE_SUMMIT"
2020-04-16,Trade tensions escalate between UAE and energy partners,-0.3139953961987847,0.33124019069065297,UAE,TRADE_WAR
2020-04-17,New sanctions target Russia energy sector | New sanctions target Venezuela energy sector,-0.23507557552485828,-0.152951595852421,"Russia, Venezuela",SANCTIONS
2020-04-18,Pipeline infrastructure attacked in Norway | Canada announces new drilling restrictions | New sanctions target UAE energy sector | Geopolitical tensions rise in Kuwait energy region,-0.0630427876882314,-0.007928138592722875,"Norway, Canada, UAE, Kuwait","PIPELINE_ATTACK, DRILLING_BAN, SANCTIONS, GEOPOLITICAL_TENSION"
2020-04-20,Major renewable energy investment announced in Iran | Climate summit addresses China energy transition,0.18141691553208614,0.04682283214068331,"Iran, China","RENEWABLE_INVESTMENT, CLIMATE_SUMMIT"
2020-04-21,Trade tensions escalate between USA and energy partners | Pipeline infrastructure attacked in China | Major renewable energy investment announced in Canada,-0.38851369944277514,-0.06577326664132577,"USA, China, Canada","TRADE_WAR, PIPELINE_ATTACK, RENEWABLE_INVESTMENT"
2020-04-22,OPEC+ discusses production levels amid China concerns | Major renewable energy investment announced in China,0.26799485815407964,0.18145645831462906,China,"OPEC_MEETING, RENEWABLE_INVESTMENT"
2020-04-25,OPEC+ discusses production levels amid Saudi_Arabia concerns | Trade tensions escalate between UAE and energy partners,-0.31300619550000275,-0.650878468051169,"Saudi_Arabia, UAE","OPEC_MEETING, TRADE_WAR"
2020-04-27,OPEC+ discusses production levels amid USA concerns,0.04981975595568572,-0.14143607499809743,USA,OPEC_MEETING
2020-04-28,Geopolitical tensions rise in Iran energy region,0.2300375051498234,-0.07491938484754052,Iran,GEOPOLITICAL_TENSION
2020-05-01,Kuwait announces new drilling restrictions,0.4921611992382919,-0.06419665326765268,Kuwait,DRILLING_BAN
2020-05-02,Major refinery fire disrupts Saudi_Arabia energy supply | Climate summit addresses Kuwait energy transition | New energy cooperation agreement signed with USA,0.11928147772508983,0.2744175491189043,"Saudi_Arabia, Kuwait, USA","REFINERY_FIRE, CLIMATE_SUMMIT, ENERGY_AGREEMENT"
2020-05-04,Pipeline infrastructure attacked in Kuwait | Pipeline infrastructure attacked in Norway | Geopolitical tensions rise in Norway energy region | Climate summit addresses China energy transition,0.05655299371297172,0.18999055100971204,"Kuwait, Norway, China","PIPELINE_ATTACK, GEOPOLITICAL_TENSION, CLIMATE_SUMMIT"
2020-05-06,Trade tensions escalate between China and energy partners | Carbon pricing mechanism implemented in China | Trade tensions escalate between Russia and energy partners | Carbon pricing mechanism implemented in USA | Climate summit addresses USA energy transition,0.15810141346168827,0.0817120070385948,"China, Russia, USA","TRADE_WAR, CARBON_TAX, CLIMATE_SUMMIT"
2020-05-07,Canada announces new drilling restrictions | New sanctions target Canada energy sector | New sanctions target Canada energy sector | Geopolitical tensions rise in USA energy region,-0.24267191363094695,-0.18822148387471865,"Canada, USA","DRILLING_BAN, SANCTIONS, GEOPOLITICAL_TENSION"
2020-05-08,New energy cooperation agreement signed with Canada | Carbon pricing mechanism implemented in Iran | Major refinery fire disrupts China energy supply,0.4725941653275947,-0.05210224516246603,"Canada, Iran, China","ENERGY_AGREEMENT, CARBON_TAX, REFINERY_FIRE"
2020-05-10,Trade tensions escalate between Kuwait and energy partners,-0.5235687389086353,-0.08683643748064376,Kuwait,TRADE_WAR
2020-05-11,Carbon pricing mechanism implemented in USA,0.5683023858522801,-0.13709019707322748,USA,CARBON_TAX
2020-05-12,New sanctions target China energy sector,-0.7919477512963259,-0.2533220964462218,China,SANCTIONS
2020-05-13,Major refinery fire disrupts China energy supply | Trade tensions escalate between USA and energy partners,-0.3400358640759914,0.015992219675114244,"China, USA","REFINERY_FIRE, TRADE_WAR"
2020-05-14,UAE announces new drilling restrictions | New sanctions target Venezuela energy sector,-0.4117043889269633,0.15306560800939273,"UAE, Venezuela","DRILLING_BAN, SANCTIONS"
2020-05-15,USA announces new drilling restrictions | Major refinery fire disrupts China energy supply | Pipeline infrastructure attacked in Kuwait,-0.06235348319550288,-0.3451393163469034,"USA, China, Kuwait","DRILLING_BAN, REFINERY_FIRE, PIPELINE_ATTACK"
2020-05-17,Carbon pricing mechanism implemented in UAE | Carbon pricing mechanism implemented in Venezuela,0.07921215035993931,-0.3273277050563056,"UAE, Venezuela",CARBON_TAX
2020-05-18,New sanctions target Iran energy sector | Climate summit addresses Venezuela energy transition,-0.13024436914981868,0.18536605993158614,"Iran, Venezuela","SANCTIONS, CLIMATE_SUMMIT"
2020-05-19,Pipeline infrastructure attacked in Venezuela,-0.4053287610455856,-0.3209868505919361,Venezuela,PIPELINE_ATTACK
2020-05-20,Carbon pricing mechanism implemented in Venezuela,-0.3047477909090293,-0.3439473622798704,Venezuela,CARBON_TAX
2020-05-21,OPEC+ discusses production levels amid USA concerns | New sanctions target Canada energy sector,0.016083530865876182,0.19414725407135108,"USA, Canada","OPEC_MEETING, SANCTIONS"
2020-05-23,Geopolitical tensions rise in Venezuela energy region | Trade tensions escalate between Norway and energy partners,0.4820336750392643,0.048964629556060714,"Venezuela, Norway","GEOPOLITICAL_TENSION, TRADE_WAR"
2020-05-24,Major refinery fire disrupts Saudi_Arabia energy supply | Geopolitical tensions rise in Russia energy region,0.2823914941699885,-0.11255764431389492,"Saudi_Arabia, Russia","REFINERY_FIRE, GEOPOLITICAL_TENSION"
2020-05-25,New energy cooperation agreement signed with Russia | Major renewable energy investment announced in Norway | Carbon pricing mechanism implemented in China,-0.18950584810168783,-0.09945701903581376,"Russia, Norway, China","ENERGY_AGREEMENT, RENEWABLE_INVESTMENT, CARBON_TAX"
2020-05-26,Carbon pricing mechanism implemented in Russia | Trade tensions escalate between Kuwait and energy partners | Trade tensions escalate between Saudi_Arabia and energy partners,-0.13976405860880678,0.06005453182136237,"Russia, Kuwait, Saudi_Arabia","CARBON_TAX, TRADE_WAR"
2020-05-27,Major refinery fire disrupts China energy supply,-0.8164761402709917,-0.17183052736455776,China,REFINERY_FIRE
2020-05-28,Trade tensions escalate between China and energy partners | Trade tensions escalate between Kuwait and energy partners,-0.06651019479734563,-0.3376793507819682,"China, Kuwait",TRADE_WAR
2020-05-29,Iran announces new drilling restrictions | Trade tensions escalate between Venezuela and energy partners,0.18550691232466116,-0.07768382461688392,"Iran, Venezuela","DRILLING_BAN, TRADE_WAR"
2020-05-31,Pipeline infrastructure attacked in China,-0.8178725902883622,0.14824803621355573,China,PIPELINE_ATTACK
2020-06-01,Climate summit addresses Canada energy transition,0.0398320582152668,0.19910971707245573,Canada,CLIMATE_SUMMIT
2020-06-02,OPEC+ discusses production levels amid UAE concerns,1.2948751439045934,-0.2779759899119467,UAE,OPEC_MEETING
2020-06-03,Climate summit addresses UAE energy transition | OPEC+ discusses production levels amid Iran concerns,0.4148996650548953,0.23675633856734848,"UAE, Iran","CLIMATE_SUMMIT, OPEC_MEETING"
2020-06-04,New sanctions target Saudi_Arabia energy sector | Iran announces new drilling restrictions,0.03147067291215205,0.1101696450393525,"Saudi_Arabia, Iran","SANCTIONS, DRILLING_BAN"
2020-06-05,Geopolitical tensions rise in China energy region,0.4581638373512407,0.10394654276939781,China,GEOPOLITICAL_TENSION
2020-06-06,Major refinery fire disrupts Venezuela energy supply | OPEC+ discusses production levels amid Iran concerns,-0.26336865254851444,0.19839791958000616,"Venezuela, Iran","REFINERY_FIRE, OPEC_MEETING"
2020-06-07,Major renewable energy investment announced in USA | New sanctions target China energy sector,0.08226741136437213,-0.03419867933356843,"USA, China","RENEWABLE_INVESTMENT, SANCTIONS"
2020-06-08,Geopolitical tensions rise in Norway energy region,0.5527629664789919,0.35610909166811405,Norway,GEOPOLITICAL_TENSION
2020-06-10,New sanctions target Kuwait energy sector | UAE announces new drilling restrictions,0.24060014794606324,0.01734450677261907,"Kuwait, UAE","SANCTIONS, DRILLING_BAN"
2020-06-11,Pipeline infrastructure attacked in Venezuela | Major renewable energy investment announced in UAE,0.27743131964504647,-0.020964081148877538,"Venezuela, UAE","PIPELINE_ATTACK, RENEWABLE_INVESTMENT"
2020-06-13,New energy cooperation agreement signed with USA,0.9972525316124861,-0.15408840449549832,USA,ENERGY_AGREEMENT
2020-06-14,OPEC+ discusses production levels amid USA concerns,0.04848417950098538,0.08958900399103298,USA,OPEC_MEETING
2020-06-15,New sanctions target Kuwait energy sector,-1.1996382912223758,-0.4048976991053368,Kuwait,SANCTIONS
2020-06-16,New energy cooperation agreement signed with Iran | Climate summit addresses Saudi_Arabia energy transition,-0.1216737267504649,0.1331925124846759,"Iran, Saudi_Arabia","ENERGY_AGREEMENT, CLIMATE_SUMMIT"
2020-06-17,Climate summit addresses Canada energy transition | Major refinery fire disrupts Russia energy supply,-0.04776130954631159,0.12216944443615885,"Canada, Russia","CLIMATE_SUMMIT, REFINERY_FIRE"
2020-06-19,Climate summit addresses Saudi_Arabia energy transition,0.12311823423408771,0.15393155026912506,Saudi_Arabia,CLIMATE_SUMMIT
2020-06-20,New sanctions target China energy sector,-0.541329426088685,-0.6760435146785267,China,SANCTIONS
2020-06-23,Trade tensions escalate between Canada and energy partners,-0.5267180692184397,-0.04150236973691532,Canada,TRADE_WAR
2020-06-24,OPEC+ discusses production levels amid Venezuela concerns | Carbon pricing mechanism implemented in Canada,0.23146594743019439,-0.2854481510343587,"Venezuela, Canada","OPEC_MEETING, CARBON_TAX"
2020-06-25,Trade tensions escalate between Kuwait and energy partners,0.159767891305486,-0.29027120580840776,Kuwait,TRADE_WAR
2020-06-26,Major refinery fire disrupts Iran energy supply | New energy cooperation agreement signed with Canada,0.4473949566689416,0.0680837130878049,"Iran, Canada","REFINERY_FIRE, ENERGY_AGREEMENT"
2020-06-28,Pipeline infrastructure attacked in USA,-0.33210361848301834,0.12798127163797896,USA,PIPELINE_ATTACK
2020-06-29,Pipeline infrastructure attacked in Iran,0.0855516467179639,0.4631569004774054,Iran,PIPELINE_ATTACK
2020-06-30,Geopolitical tensions rise in UAE energy region,-0.4018372839848654,0.49173504163322024,UAE,GEOPOLITICAL_TENSION
2020-07-01,Trade tensions escalate between Canada and energy partners | Major refinery fire disrupts Canada energy supply,-0.18162361265010585,-0.007954016134649328,Canada,"TRADE_WAR, REFINERY_FIRE"
2020-07-02,OPEC+ discusses production levels amid Saudi_Arabia concerns,0.4466916502057613,0.3896223923306141,Saudi_Arabia,OPEC_MEETING
2020-07-04,New sanctions target Norway energy sector,-0.7381133808385979,0.019892553778444257,Norway,SANCTIONS
2020-07-05,Major renewable energy investment announced in China,-0.4998349824811732,-0.26592866044786156,China,RENEWABLE_INVESTMENT
2020-07-06,New energy cooperation agreement signed with Venezuela | Geopolitical tensions rise in Kuwait energy region,-0.7315662782010828,0.06951745179721852,"Venezuela, Kuwait","ENERGY_AGREEMENT, GEOPOLITICAL_TENSION"
2020-07-08,Trade tensions escalate between Saudi_Arabia and energy partners,-0.601319289735423,0.03679468355637997,Saudi_Arabia,TRADE_WAR
2020-07-09,New sanctions target Venezuela energy sector,-0.12992846309011927,-0.0993026031053307,Venezuela,SANCTIONS
2020-07-10,OPEC+ discusses production levels amid Saudi_Arabia concerns | UAE announces new drilling restrictions,-0.37558794010377244,-0.2339757711904627,"Saudi_Arabia, UAE","OPEC_MEETING, DRILLING_BAN"
2020-07-11,Major refinery fire disrupts Kuwait energy supply | Major refinery fire disrupts Iran energy supply,0.11178258789233841,0.1954773741040051,"Kuwait, Iran",REFINERY_FIRE
